gameserver,type,key,value
doiserver,Parameter,logdir,"${rootdir}/log"
doiserver,Parameter,mailgunalert,"off"
doiserver,Parameter,mailgundomain,"example.com"
doiserver,Parameter,mailgunemail,"email@myemail.com"
doiserver,Parameter,mailgunemailfrom,"alert@example.com"
doiserver,Parameter,mailguntoken,"accesstoken"
doiserver,Parameter,maxbackupdays,"30"
doiserver,Parameter,maxbackups,"4"
doiserver,Parameter,maxplayers,"16"
doiserver,Parameter,parms,"-game doi -strictportbind -ip ${ip} -port ${port} +clientport ${clientport} +tv_port ${sourcetvport} -tickrate ${tickrate} +map ${defaultmap} +servercfgfile ${servercfg} -maxplayers ${maxplayers} +sv_workshop_enabled ${workshop}"
doiserver,Parameter,port,"27015"
doiserver,Parameter,postalert,"off"
doiserver,Parameter,postdays,"7"
doiserver,Parameter,postdetailslog,"${lgsmlogdir}/${servicename}-postdetails.log"
doiserver,Parameter,posttarget,"https://hastebin.com"
doiserver,Parameter,pushbulletalert,"off"
doiserver,Parameter,pushbullettoken,"accesstoken"
doiserver,Parameter,pushoveralert,"off"
doiserver,Parameter,pushovertoken,"accesstoken"
doiserver,Parameter,querydelay,"1"
doiserver,Parameter,servercfgdefault,"server.cfg"
doiserver,Parameter,servercfgdir,"${systemdir}/cfg"
doiserver,Parameter,servercfgfullpath,"${servercfgdir}/${servercfg}"
doiserver,Parameter,servercfg,"${servicename}.cfg"
doiserver,Parameter,sleeptime,"0.5"
doiserver,Parameter,sourcetvport,"27020"
doiserver,Parameter,steammaster,"true"
doiserver,Parameter,stoponbackup,"on"
doiserver,Parameter,systemdir,"${serverfiles}/doi"
doiserver,Parameter,telegramalert,"off"
doiserver,Parameter,telegramchatid,""
doiserver,Parameter,telegramtoken,"accesstoken"
doiserver,Parameter,tickrate,"64"
doiserver,Parameter,updateonstart,"off"
doiserver,Parameter,workshop,"0"
dstserver,Function,fn_parms,
dstserver,Parameter,alertlog,"${lgsmlogdir}/${servicename}-alert.log"
dstserver,Parameter,ansi,"on"
dstserver,Parameter,appid,"343050"
dstserver,Parameter,backupdir,"${rootdir}/backups"
dstserver,Parameter,branch,""
dstserver,Parameter,cave,"false"
dstserver,Parameter,channeltag,""
dstserver,Parameter,clustercfg,"cluster.ini"
dstserver,Parameter,clustercfgdefault,"cluster.ini"
dstserver,Parameter,clustercfgdir,"${persistentstorageroot}/${confdir}/${cluster}"
dstserver,Parameter,clustercfgfullpath,"${clustercfgdir}/${clustercfg}"
dstserver,Parameter,cluster,"Cluster_1"
dstserver,Parameter,confdir,"DoNotStarveTogether"
dstserver,Parameter,consolelog,"${consolelogdir}/${servicename}-console.log"
dstserver,Parameter,consolelogdate,"${consolelogdir}/${servicename}-console-$(date '+%Y-%m-%d-%H:%M:%S').log"
dstserver,Parameter,consolelogdir,"${logdir}/console"
dstserver,Parameter,consolelogging,"on"
dstserver,Parameter,curlcustomstring,""
dstserver,Parameter,discordalert,"off"
dstserver,Parameter,discordwebhook,"webhook"
dstserver,Parameter,displayip,""
dstserver,Parameter,emailalert,"off"
dstserver,Parameter,email,"email@example.com"
dstserver,Parameter,emailfrom,""
dstserver,Parameter,engine,"dontstarve"
dstserver,Parameter,executabledir,"${serverfiles}/bin"
dstserver,Parameter,executable,"./dontstarve_dedicated_server_nullrenderer"
dstserver,Parameter,gamelogdir,"${systemdir}/logs"
dstserver,Parameter,gamename,"Don't Starve Together"
dstserver,Parameter,glibc,"2.15"
dstserver,Parameter,iftttalert,"off"
dstserver,Parameter,iftttevent,"linuxgsm_alert"
dstserver,Parameter,ifttttoken,"accesstoken"
dstserver,Parameter,lgsmlogdate,"${lgsmlogdir}/${servicename}-script-$(date '+%Y-%m-%d-%H:%M:%S').log"
dstserver,Parameter,lgsmlogdir,"${logdir}/script"
dstserver,Parameter,lgsmlog,"${lgsmlogdir}/${servicename}-script.log"
dstserver,Parameter,logdays,"7"
dstserver,Parameter,logdir,"${rootdir}/log"
dstserver,Parameter,mailgunalert,"off"
dstserver,Parameter,mailgundomain,"example.com"
dstserver,Parameter,mailgunemail,"email@myemail.com"
dstserver,Parameter,mailgunemailfrom,"alert@example.com"
dstserver,Parameter,mailguntoken,"accesstoken"
dstserver,Parameter,master,"true"
dstserver,Parameter,maxbackupdays,"30"
dstserver,Parameter,maxbackups,"4"
dstserver,Parameter,parms,"-persistent_storage_root ${persistentstorageroot} -conf_dir ${confdir} -cluster ${cluster} -shard ${shard}"
dstserver,Parameter,persistentstorageroot,"${HOME}/.klei"
dstserver,Parameter,postalert,"off"
dstserver,Parameter,postdays,"7"
dstserver,Parameter,postdetailslog,"${lgsmlogdir}/${servicename}-postdetails.log"
dstserver,Parameter,posttarget,"https://hastebin.com"
dstserver,Parameter,pushbulletalert,"off"
dstserver,Parameter,pushbullettoken,"accesstoken"
dstserver,Parameter,pushoveralert,"off"
dstserver,Parameter,pushovertoken,"accesstoken"
dstserver,Parameter,querydelay,"1"
dstserver,Parameter,servercfgdefault,"server.ini"
dstserver,Parameter,servercfgdir,"${clustercfgdir}/${shard}"
dstserver,Parameter,servercfgfullpath,"${servercfgdir}/${servercfg}"
dstserver,Parameter,servercfg,"server.ini"
dstserver,Parameter,servicename,"dst-server-${shard}"
dstserver,Parameter,sharding,"false"
dstserver,Parameter,shard,"Master"
dstserver,Parameter,sleeptime,"0.5"
dstserver,Parameter,steammaster,"false"
dstserver,Parameter,stoponbackup,"on"
dstserver,Parameter,systemdir,"${serverfiles}"
dstserver,Parameter,telegramalert,"off"
dstserver,Parameter,telegramchatid,""
dstserver,Parameter,telegramtoken,"accesstoken"
dstserver,Parameter,updateonstart,"off"
dysserver,Function,fn_parms,
dysserver,Parameter,alertlog,"${lgsmlogdir}/${servicename}-alert.log"
dysserver,Parameter,ansi,"on"
dysserver,Parameter,appid,"17585"
dysserver,Parameter,backupdir,"${rootdir}/backups"
dysserver,Parameter,branch,""
dysserver,Parameter,channeltag,""
dysserver,Parameter,clientport,"27005"
dysserver,Parameter,consolelog,"${consolelogdir}/${servicename}-console.log"
dysserver,Parameter,consolelogdate,"${consolelogdir}/${servicename}-console-$(date '+%Y-%m-%d-%H:%M:%S').log"
dysserver,Parameter,consolelogdir,"${logdir}/console"
dysserver,Parameter,consolelogging,"on"
dysserver,Parameter,curlcustomstring,""
dysserver,Parameter,defaultmap,"dys_broadcast"
dysserver,Parameter,discordalert,"off"
dysserver,Parameter,discordwebhook,"webhook"
dysserver,Parameter,displayip,""
dysserver,Parameter,emailalert,"off"
dysserver,Parameter,email,"email@example.com"
dysserver,Parameter,emailfrom,""
dysserver,Parameter,engine,"source"
dysserver,Parameter,executabledir,"${serverfiles}/bin"
dysserver,Parameter,executable,"./srcds_run.sh"
dysserver,Parameter,gamelogdir,"${systemdir}/logs"
dysserver,Parameter,gamename,"Dystopia"
dysserver,Parameter,glibc,"2.15"
dysserver,Parameter,gslt,""
dysserver,Parameter,iftttalert,"off"
dysserver,Parameter,iftttevent,"linuxgsm_alert"
dysserver,Parameter,ifttttoken,"accesstoken"
dysserver,Parameter,ip,"0.0.0.0"
dysserver,Parameter,lgsmlogdate,"${lgsmlogdir}/${servicename}-script-$(date '+%Y-%m-%d-%H:%M:%S').log"
dysserver,Parameter,lgsmlogdir,"${logdir}/script"
dysserver,Parameter,lgsmlog,"${lgsmlogdir}/${servicename}-script.log"
dysserver,Parameter,logdays,"7"
dysserver,Parameter,logdir,"${rootdir}/log"
dysserver,Parameter,mailgunalert,"off"
dysserver,Parameter,mailgundomain,"example.com"
dysserver,Parameter,mailgunemail,"email@myemail.com"
dysserver,Parameter,mailgunemailfrom,"alert@example.com"
dysserver,Parameter,mailguntoken,"accesstoken"
dysserver,Parameter,maxbackupdays,"30"
dysserver,Parameter,maxbackups,"4"
dysserver,Parameter,maxplayers,"16"
dysserver,Parameter,parms,"-game ""${serverfiles}/dystopia"" -strictportbind -ip ${ip} -port ${port} +clientport ${clientport} +tv_port ${sourcetvport} +map ${defaultmap} +sv_setsteamaccount ${gslt} +servercfgfile ${servercfg} -maxplayers ${maxplayers}"
dysserver,Parameter,port,"27015"
dysserver,Parameter,postalert,"off"
dysserver,Parameter,postdays,"7"
dysserver,Parameter,postdetailslog,"${lgsmlogdir}/${servicename}-postdetails.log"
dysserver,Parameter,posttarget,"https://hastebin.com"
dysserver,Parameter,pushbulletalert,"off"
dysserver,Parameter,pushbullettoken,"accesstoken"
dysserver,Parameter,pushoveralert,"off"
dysserver,Parameter,pushovertoken,"accesstoken"
dysserver,Parameter,querydelay,"1"
dysserver,Parameter,servercfgdefault,"server.cfg"
dysserver,Parameter,servercfgdir,"${systemdir}/cfg"
dysserver,Parameter,servercfgfullpath,"${servercfgdir}/${servercfg}"
dysserver,Parameter,servercfg,"${servicename}.cfg"
dysserver,Parameter,sleeptime,"0.5"
dysserver,Parameter,sourcetvport,"27020"
dysserver,Parameter,steammaster,"true"
dysserver,Parameter,stoponbackup,"on"
dysserver,Parameter,systemdir,"${serverfiles}/dystopia"
dysserver,Parameter,telegramalert,"off"
dysserver,Parameter,telegramchatid,""
dysserver,Parameter,telegramtoken,"accesstoken"
dysserver,Parameter,updateonstart,"off"
ecoserver,Function,fn_parms,
ecoserver,Parameter,alertlog,"${lgsmlogdir}/${servicename}-alert.log"
ecoserver,Parameter,ansi,"on"
ecoserver,Parameter,appid,"739590"
ecoserver,Parameter,backupdir,"${rootdir}/backups"
ecoserver,Parameter,branch,""
ecoserver,Parameter,channeltag,""
ecoserver,Parameter,consolelog,"${consolelogdir}/${servicename}-console.log"
ecoserver,Parameter,consolelogdate,"${consolelogdir}/${servicename}-console-$(date '+%Y-%m-%d-%H:%M:%S').log"
ecoserver,Parameter,consolelogdir,"${logdir}/console"
ecoserver,Parameter,consolelogging,"on"
ecoserver,Parameter,discordalert,"off"
ecoserver,Parameter,discordwebhook,"webhook"
ecoserver,Parameter,displayip,""
ecoserver,Parameter,emailalert,"off"
ecoserver,Parameter,email,"email@example.com"
ecoserver,Parameter,emailfrom,""
ecoserver,Parameter,engine,"unity3d"
ecoserver,Parameter,executabledir,"${serverfiles}"
ecoserver,Parameter,executable,"mono ./EcoServer.exe"
ecoserver,Parameter,gamelogdate,"${gamelogdir}/${servicename}-game-$(date '+%Y-%m-%d-%H:%M:%S').log"
ecoserver,Parameter,gamelogdir,"${logdir}/server"
ecoserver,Parameter,gamename,"Eco"
ecoserver,Parameter,glibc,"null"
ecoserver,Parameter,iftttalert,"off"
ecoserver,Parameter,iftttevent,"linuxgsm_alert"
ecoserver,Parameter,ifttttoken,"accesstoken"
ecoserver,Parameter,lgsmlogdate,"${lgsmlogdir}/${servicename}-script-$(date '+%Y-%m-%d-%H:%M:%S').log"
ecoserver,Parameter,lgsmlogdir,"${logdir}/script"
ecoserver,Parameter,lgsmlog,"${lgsmlogdir}/${servicename}-script.log"
ecoserver,Parameter,logdays,"7"
ecoserver,Parameter,logdir,"${rootdir}/log"
ecoserver,Parameter,mailgunalert,"off"
ecoserver,Parameter,mailgundomain,"example.com"
ecoserver,Parameter,mailgunemail,"email@myemail.com"
ecoserver,Parameter,mailgunemailfrom,"alert@example.com"
ecoserver,Parameter,mailguntoken,"accesstoken"
ecoserver,Parameter,maxbackupdays,"30"
ecoserver,Parameter,maxbackups,"4"
ecoserver,Parameter,parms,"-nogui"
ecoserver,Parameter,postalert,"off"
ecoserver,Parameter,postdays,"7"
ecoserver,Parameter,postdetailslog,"${lgsmlogdir}/${servicename}-postdetails.log"
ecoserver,Parameter,posttarget,"https://hastebin.com"
ecoserver,Parameter,pushbulletalert,"off"
ecoserver,Parameter,pushbullettoken,"accesstoken"
ecoserver,Parameter,pushoveralert,"off"
ecoserver,Parameter,pushovertoken,"accesstoken"
ecoserver,Parameter,querydelay,"1"
ecoserver,Parameter,servercfgdefault,"Network.eco"
ecoserver,Parameter,servercfgdir,"${systemdir}/Configs"
ecoserver,Parameter,servercfgfullpath,"${servercfgdir}/${servercfg}"
ecoserver,Parameter,servercfg,"Network.eco"
ecoserver,Parameter,sleeptime,"0.5"
ecoserver,Parameter,steammaster,"false"
ecoserver,Parameter,stoponbackup,"on"
ecoserver,Parameter,systemdir,"${serverfiles}"
ecoserver,Parameter,telegramalert,"off"
ecoserver,Parameter,telegramchatid,""
ecoserver,Parameter,telegramtoken,"accesstoken"
ecoserver,Parameter,updateonstart,"off"
emserver,Function,fn_parms,
emserver,Parameter,alertlog,"${lgsmlogdir}/${servicename}-alert.log"
emserver,Parameter,ansi,"on"
emserver,Parameter,appid,"460040"
emserver,Parameter,backupdir,"${rootdir}/backups"
emserver,Parameter,branch,""
emserver,Parameter,channeltag,""
emserver,Parameter,clientport,"27005"
emserver,Parameter,consolelog,"${consolelogdir}/${servicename}-console.log"
emserver,Parameter,consolelogdate,"${consolelogdir}/${servicename}-console-$(date '+%Y-%m-%d-%H:%M:%S').log"
emserver,Parameter,consolelogdir,"${logdir}/console"
emserver,Parameter,consolelogging,"on"
emserver,Parameter,curlcustomstring,""
emserver,Parameter,defaultmap,"emp_district"
emserver,Parameter,discordalert,"off"
emserver,Parameter,discordwebhook,"webhook"
emserver,Parameter,displayip,""
emserver,Parameter,emailalert,"off"
emserver,Parameter,email,"email@example.com"
emserver,Parameter,emailfrom,""
emserver,Parameter,engine,"source"
emserver,Parameter,executabledir,"${serverfiles}"
emserver,Parameter,executable,"./srcds_run"
emserver,Parameter,gamelogdir,"${systemdir}/logs"
emserver,Parameter,gamename,"Empires Mod"
emserver,Parameter,glibc,"2.15"
emserver,Parameter,gslt,""
emserver,Parameter,iftttalert,"off"
emserver,Parameter,iftttevent,"linuxgsm_alert"
emserver,Parameter,ifttttoken,"accesstoken"
emserver,Parameter,ip,"0.0.0.0"
emserver,Parameter,lgsmlogdate,"${lgsmlogdir}/${servicename}-script-$(date '+%Y-%m-%d-%H:%M:%S').log"
emserver,Parameter,lgsmlogdir,"${logdir}/script"
emserver,Parameter,lgsmlog,"${lgsmlogdir}/${servicename}-script.log"
emserver,Parameter,logdays,"7"
emserver,Parameter,logdir,"${rootdir}/log"
emserver,Parameter,mailgunalert,"off"
emserver,Parameter,mailgundomain,"example.com"
emserver,Parameter,mailgunemail,"email@myemail.com"
emserver,Parameter,mailgunemailfrom,"alert@example.com"
emserver,Parameter,mailguntoken,"accesstoken"
emserver,Parameter,maxbackupdays,"30"
emserver,Parameter,maxbackups,"4"
emserver,Parameter,maxplayers,"62"
emserver,Parameter,parms,"-game empires -strictportbind -ip ${ip} -port ${port} +clientport ${clientport} +tv_port ${sourcetvport} +map ${defaultmap} +servercfgfile ${servercfg} -maxplayers ${maxplayers}"
emserver,Parameter,port,"27015"
emserver,Parameter,postalert,"off"
emserver,Parameter,postdays,"7"
emserver,Parameter,postdetailslog,"${lgsmlogdir}/${servicename}-postdetails.log"
emserver,Parameter,posttarget,"https://hastebin.com"
emserver,Parameter,pushbulletalert,"off"
emserver,Parameter,pushbullettoken,"accesstoken"
emserver,Parameter,pushoveralert,"off"
emserver,Parameter,pushovertoken,"accesstoken"
emserver,Parameter,querydelay,"1"
emserver,Parameter,servercfgdefault,"server.cfg"
emserver,Parameter,servercfgdir,"${systemdir}/cfg"
emserver,Parameter,servercfgfullpath,"${servercfgdir}/${servercfg}"
emserver,Parameter,servercfg,"${servicename}.cfg"
emserver,Parameter,sleeptime,"0.5"
emserver,Parameter,sourcetvport,"27020"
emserver,Parameter,steammaster,"true"
emserver,Parameter,stoponbackup,"on"
emserver,Parameter,systemdir,"${serverfiles}/empires"
emserver,Parameter,telegramalert,"off"
emserver,Parameter,telegramchatid,""
emserver,Parameter,telegramtoken,"accesstoken"
emserver,Parameter,updateonstart,"off"
etlserver,Function,fn_parms,
etlserver,Parameter,alertlog,"${lgsmlogdir}/${servicename}-alert.log"
etlserver,Parameter,ansi,"on"
etlserver,Parameter,backupdir,"${rootdir}/backups"
etlserver,Parameter,channeltag,""
etlserver,Parameter,consolelog,"${consolelogdir}/${servicename}-console.log"
etlserver,Parameter,consolelogdate,"${consolelogdir}/${servicename}-console-$(date '+%Y-%m-%d-%H:%M:%S').log"
etlserver,Parameter,consolelogdir,"${logdir}/console"
etlserver,Parameter,consolelogging,"on"
etlserver,Parameter,curlcustomstring,""
etlserver,Parameter,discordalert,"off"
etlserver,Parameter,discordwebhook,"webhook"
etlserver,Parameter,displayip,""
etlserver,Parameter,emailalert,"off"
etlserver,Parameter,email,"email@example.com"
etlserver,Parameter,emailfrom,""
etlserver,Parameter,engine,"idtech3"
etlserver,Parameter,executabledir,"${systemdir}"
etlserver,Parameter,executable,"./etlded"
etlserver,Parameter,gamelogdir,"${serverfiles}/Logs"
etlserver,Parameter,gamename,"ET: Legacy"
etlserver,Parameter,glibc,"2.7"
etlserver,Parameter,iftttalert,"off"
etlserver,Parameter,iftttevent,"linuxgsm_alert"
etlserver,Parameter,ifttttoken,"accesstoken"
etlserver,Parameter,lgsmlogdate,"${lgsmlogdir}/${servicename}-script-$(date '+%Y-%m-%d-%H:%M:%S').log"
etlserver,Parameter,lgsmlogdir,"${logdir}/script"
etlserver,Parameter,lgsmlog,"${lgsmlogdir}/${servicename}-script.log"
etlserver,Parameter,logdays,"7"
etlserver,Parameter,logdir,"${rootdir}/log"
etlserver,Parameter,mailgunalert,"off"
etlserver,Parameter,mailgundomain,"example.com"
etlserver,Parameter,mailgunemail,"email@myemail.com"
etlserver,Parameter,mailgunemailfrom,"alert@example.com"
etlserver,Parameter,mailguntoken,"accesstoken"
etlserver,Parameter,maxbackupdays,"30"
etlserver,Parameter,maxbackups,"4"
etlserver,Parameter,parms,"+set net_strict 1 +set fs_homepath ${serverfiles} +exec ${servercfg}"
etlserver,Parameter,postalert,"off"
etlserver,Parameter,postdays,"7"
etlserver,Parameter,postdetailslog,"${lgsmlogdir}/${servicename}-postdetails.log"
etlserver,Parameter,posttarget,"https://hastebin.com"
etlserver,Parameter,pushbulletalert,"off"
etlserver,Parameter,pushbullettoken,"accesstoken"
etlserver,Parameter,pushoveralert,"off"
etlserver,Parameter,pushovertoken,"accesstoken"
etlserver,Parameter,querydelay,"1"
etlserver,Parameter,servercfgdefault,"server.cfg"
etlserver,Parameter,servercfgdir,"${systemdir}/etmain"
etlserver,Parameter,servercfgfullpath,"${servercfgdir}/${servercfg}"
etlserver,Parameter,servercfg,"${servicename}.cfg"
etlserver,Parameter,sleeptime,"0.5"
etlserver,Parameter,stoponbackup,"on"
etlserver,Parameter,systemdir,"${serverfiles}"
etlserver,Parameter,telegramalert,"off"
etlserver,Parameter,telegramchatid,""
etlserver,Parameter,telegramtoken,"accesstoken"
fctrserver,Function,fn_parms,
fctrserver,Parameter,alertlog,"${lgsmlogdir}/${servicename}-alert.log"
fctrserver,Parameter,ansi,"on"
fctrserver,Parameter,backupdir,"${rootdir}/backups"
fctrserver,Parameter,branch,"stable"
fctrserver,Parameter,channeltag,""
fctrserver,Parameter,consolelog,"${consolelogdir}/${servicename}-console.log"
fctrserver,Parameter,consolelogdate,"${consolelogdir}/${servicename}-console-$(date '+%Y-%m-%d-%H:%M:%S').log"
fctrserver,Parameter,consolelogdir,"${logdir}/console"
fctrserver,Parameter,consolelogging,"on"
fctrserver,Parameter,curlcustomstring,""
fctrserver,Parameter,discordalert,"off"
fctrserver,Parameter,discordwebhook,"webhook"
fctrserver,Parameter,displayip,""
fctrserver,Parameter,emailalert,"off"
fctrserver,Parameter,email,"email@example.com"
fctrserver,Parameter,emailfrom,""
fctrserver,Parameter,engine,"factorio"
fctrserver,Parameter,executabledir,"${serverfiles}/bin/x64"
fctrserver,Parameter,executable,"./factorio"
fctrserver,Parameter,gamelogdir,"${serverfiles}"
fctrserver,Parameter,gamename,"Factorio"
fctrserver,Parameter,glibc,"2.18"
fctrserver,Parameter,iftttalert,"off"
fctrserver,Parameter,iftttevent,"linuxgsm_alert"
fctrserver,Parameter,ifttttoken,"accesstoken"
fctrserver,Parameter,ip,"0.0.0.0"
fctrserver,Parameter,lgsmlogdate,"${lgsmlogdir}/${servicename}-script-$(date '+%Y-%m-%d-%H:%M:%S').log"
fctrserver,Parameter,lgsmlogdir,"${logdir}/script"
fctrserver,Parameter,lgsmlog,"${lgsmlogdir}/${servicename}-script.log"
fctrserver,Parameter,logdays,"7"
fctrserver,Parameter,mailgunalert,"off"
fctrserver,Parameter,mailgundomain,"example.com"
fctrserver,Parameter,mailgunemail,"email@myemail.com"
fctrserver,Parameter,mailgunemailfrom,"alert@example.com"
fctrserver,Parameter,mailguntoken,"accesstoken"
fctrserver,Parameter,maxbackupdays,"30"
fctrserver,Parameter,maxbackups,"4"
fctrserver,Parameter,parms,"--start-server ${serverfiles}/save1.zip --server-settings ${servercfgfullpath} --port ${port} --rcon-port ${rconport} --rcon-password ${rconpassword}"
fctrserver,Parameter,port,"34197"
fctrserver,Parameter,postalert,"off"
fctrserver,Parameter,postdays,"7"
fctrserver,Parameter,postdetailslog,"${lgsmlogdir}/${servicename}-postdetails.log"
fctrserver,Parameter,posttarget,"https://hastebin.com"
fctrserver,Parameter,pushbulletalert,"off"
fctrserver,Parameter,pushbullettoken,"accesstoken"
fctrserver,Parameter,pushoveralert,"off"
fctrserver,Parameter,pushovertoken,"accesstoken"
fctrserver,Parameter,querydelay,"1"
fctrserver,Parameter,rconpassword,"CHANGE_ME"
fctrserver,Parameter,rconport,"34198"
fctrserver,Parameter,servercfgdefault,"server-settings.json"
fctrserver,Parameter,servercfgdir,"${serverfiles}/data"
fctrserver,Parameter,servercfgfullpath,"${servercfgdir}/${servercfg}"
fctrserver,Parameter,servercfg,"${servicename}.json"
fctrserver,Parameter,sleeptime,"0.5"
fctrserver,Parameter,stoponbackup,"on"
fctrserver,Parameter,systemdir,"${serverfiles}"
fctrserver,Parameter,telegramalert,"off"
fctrserver,Parameter,telegramchatid,""
fctrserver,Parameter,telegramtoken,"accesstoken"
fctrserver,Parameter,updateonstart,"off"
fofserver,Function,fn_parms,
fofserver,Parameter,alertlog,"${lgsmlogdir}/${servicename}-alert.log"
fofserver,Parameter,ansi,"on"
fofserver,Parameter,appid,"295230"
fofserver,Parameter,backupdir,"${rootdir}/backups"
fofserver,Parameter,branch,""
fofserver,Parameter,channeltag,""
fofserver,Parameter,clientport,"27005"
fofserver,Parameter,consolelog,"${consolelogdir}/${servicename}-console.log"
fofserver,Parameter,consolelogdate,"${consolelogdir}/${servicename}-console-$(date '+%Y-%m-%d-%H:%M:%S').log"
fofserver,Parameter,consolelogdir,"${logdir}/console"
fofserver,Parameter,consolelogging,"on"
fofserver,Parameter,curlcustomstring,""
fofserver,Parameter,defaultmap,"fof_depot"
fofserver,Parameter,discordalert,"off"
fofserver,Parameter,discordwebhook,"webhook"
fofserver,Parameter,displayip,""
fofserver,Parameter,emailalert,"off"
fofserver,Parameter,email,"email@example.com"
fofserver,Parameter,emailfrom,""
fofserver,Parameter,engine,"source"
fofserver,Parameter,executabledir,"${serverfiles}"
fofserver,Parameter,executable,"./srcds_run"
fofserver,Parameter,gamelogdir,"${systemdir}/logs"
fofserver,Parameter,gamename,"Fistful of Frags"
fofserver,Parameter,glibc,"2.15"
fofserver,Parameter,iftttalert,"off"
fofserver,Parameter,iftttevent,"linuxgsm_alert"
fofserver,Parameter,ifttttoken,"accesstoken"
fofserver,Parameter,ip,"0.0.0.0"
fofserver,Parameter,lgsmlogdate,"${lgsmlogdir}/${servicename}-script-$(date '+%Y-%m-%d-%H:%M:%S').log"
fofserver,Parameter,lgsmlogdir,"${logdir}/script"
fofserver,Parameter,lgsmlog,"${lgsmlogdir}/${servicename}-script.log"
fofserver,Parameter,logdays,"7"
fofserver,Parameter,logdir,"${rootdir}/log"
fofserver,Parameter,mailgunalert,"off"
fofserver,Parameter,mailgundomain,"example.com"
fofserver,Parameter,mailgunemail,"email@myemail.com"
fofserver,Parameter,mailgunemailfrom,"alert@example.com"
fofserver,Parameter,mailguntoken,"accesstoken"
fofserver,Parameter,maxbackupdays,"30"
fofserver,Parameter,maxbackups,"4"
fofserver,Parameter,maxplayers,"16"
fofserver,Parameter,parms,"-game fof -strictportbind -ip ${ip} -port ${port} +clientport ${clientport} +tv_port ${sourcetvport} +map ${defaultmap} +servercfgfile ${servercfg} -maxplayers ${maxplayers}"
fofserver,Parameter,port,"27015"
fofserver,Parameter,postalert,"off"
fofserver,Parameter,postdays,"7"
fofserver,Parameter,postdetailslog,"${lgsmlogdir}/${servicename}-postdetails.log"
fofserver,Parameter,posttarget,"https://hastebin.com"
fofserver,Parameter,pushbulletalert,"off"
fofserver,Parameter,pushbullettoken,"accesstoken"
fofserver,Parameter,pushoveralert,"off"
fofserver,Parameter,pushovertoken,"accesstoken"
fofserver,Parameter,querydelay,"1"
fofserver,Parameter,servercfgdefault,"server.cfg"
fofserver,Parameter,servercfgdir,"${systemdir}/cfg"
fofserver,Parameter,servercfgfullpath,"${servercfgdir}/${servercfg}"
fofserver,Parameter,servercfg,"${servicename}.cfg"
fofserver,Parameter,sleeptime,"0.5"
fofserver,Parameter,sourcetvport,"27020"
fofserver,Parameter,steammaster,"true"
fofserver,Parameter,stoponbackup,"on"
fofserver,Parameter,systemdir,"${serverfiles}/fof"
fofserver,Parameter,telegramalert,"off"
fofserver,Parameter,telegramchatid,""
fofserver,Parameter,telegramtoken,"accesstoken"
fofserver,Parameter,updateonstart,"off"
gesserver,Function,fn_parms,
gesserver,Parameter,alertlog,"${lgsmlogdir}/${servicename}-alert.log"
gesserver,Parameter,ansi,"on"
gesserver,Parameter,appid,"""310"" "
gesserver,Parameter,backupdir,"${rootdir}/backups"
gesserver,Parameter,branch,""
gesserver,Parameter,channeltag,""
gesserver,Parameter,clientport,"27005"
gesserver,Parameter,consolelog,"${consolelogdir}/${servicename}-console.log"
gesserver,Parameter,consolelogdate,"${consolelogdir}/${servicename}-console-$(date '+%Y-%m-%d-%H:%M:%S').log"
gesserver,Parameter,consolelogdir,"${logdir}/console"
gesserver,Parameter,consolelogging,"on"
gesserver,Parameter,curlcustomstring,""
gesserver,Parameter,defaultmap,"ge_archives"
gesserver,Parameter,discordalert,"off"
gesserver,Parameter,discordwebhook,"webhook"
gesserver,Parameter,displayip,""
gesserver,Parameter,emailalert,"off"
gesserver,Parameter,email,"email@example.com"
gesserver,Parameter,emailfrom,""
gesserver,Parameter,engine,"source"
gesserver,Parameter,executabledir,"${serverfiles}"
gesserver,Parameter,executable,"./srcds_run"
gesserver,Parameter,gamelogdir,"${systemdir}/logs"
gesserver,Parameter,gamename,"GoldenEye: Source"
gesserver,Parameter,glibc,"2.15"
gesserver,Parameter,iftttalert,"off"
gesserver,Parameter,iftttevent,"linuxgsm_alert"
gesserver,Parameter,ifttttoken,"accesstoken"
gesserver,Parameter,ip,"0.0.0.0"
gesserver,Parameter,lgsmlogdate,"${lgsmlogdir}/${servicename}-script-$(date '+%Y-%m-%d-%H:%M:%S').log"
gesserver,Parameter,lgsmlogdir,"${logdir}/script"
gesserver,Parameter,lgsmlog,"${lgsmlogdir}/${servicename}-script.log"
gesserver,Parameter,logdays,"7"
gesserver,Parameter,logdir,"${rootdir}/log"
gesserver,Parameter,mailgunalert,"off"
gesserver,Parameter,mailgundomain,"example.com"
gesserver,Parameter,mailgunemail,"email@myemail.com"
gesserver,Parameter,mailgunemailfrom,"alert@example.com"
gesserver,Parameter,mailguntoken,"accesstoken"
gesserver,Parameter,maxbackupdays,"30"
gesserver,Parameter,maxbackups,"4"
gesserver,Parameter,maxplayers,"16"
gesserver,Parameter,parms,"-game gesource -strictportbind -ip ${ip} -port ${port} +clientport ${clientport} +tv_port ${sourcetvport} +map ${defaultmap} +servercfgfile ${servercfg} -maxplayers ${maxplayers}"
gesserver,Parameter,port,"27015"
gesserver,Parameter,postalert,"off"
gesserver,Parameter,postdays,"7"
